(-270.99609375, -33.69140625, -24.4140625, 27.34375, -101.5625) 
(424.8046875, -5.859375, -10.25390625, 156.25, 52.734375) 
(-802.24609375, 6.34765625, -8.30078125, -803.7109375, -8.30078125) 
(-1000.0, -50.29296875, -27.83203125, -1000.0, -108.3984375) 
(-983.88671875, 0.9765625, -16.6015625, -842.7734375, 170.41015625) 
(-538.0859375, -42.96875, -26.3671875, -269.53125, -104.00390625) 
(905.2734375, -3.90625, -16.6015625, 498.046875, 206.54296875) 
(-584.47265625, -51.26953125, -33.69140625, -995.1171875, 156.73828125) 
(-1000.0, -80.56640625, -44.43359375, -677.24609375, 114.2578125) 
(-779.296875, -12.20703125, -11.23046875, 833.0078125, -57.6171875) 
(283.69140625, -43.45703125, -22.94921875, 827.63671875, 18.5546875) 
(22.4609375, -42.48046875, -27.83203125, -587.890625, -44.921875) 
(-1000.0, -70.3125, -35.15625, -990.234375, 16.11328125) 
(-214.84375, -41.9921875, -22.4609375, 363.28125, -33.203125) 
(-796.38671875, -12.6953125, -22.4609375, -927.24609375, -130.37109375) 
(233.3984375, -27.83203125, -33.69140625, -157.2265625, -64.453125) 
(-1000.0, -57.12890625, -36.62109375, -1000.0, -47.8515625) 
(-833.0078125, -2.9296875, -20.99609375, -832.03125, 66.89453125) 
(-313.96484375, -40.52734375, -30.76171875, -83.984375, -16.6015625) 
(575.68359375, -13.18359375, -25.87890625, 250.9765625, 119.140625) 
(-1000.0, -50.78125, -38.57421875, -1000.0, 180.17578125) 
(-796.38671875, -57.12890625, -36.1328125, -522.94921875, -10.7421875) 
(763.671875, -22.4609375, -28.3203125, 977.05078125, -20.01953125) 
(-908.69140625, -12.6953125, -25.87890625, 624.0234375, 63.4765625) 
(-312.5, -54.6875, -30.76171875, -840.8203125, -163.0859375) 
(70.80078125, -24.90234375, -22.94921875, 568.84765625, -267.08984375) 
(-1000.0, -67.87109375, -35.15625, -840.8203125, -272.4609375) 
(-763.18359375, -4.8828125, -16.6015625, 942.87109375, -32.2265625) 
(195.3125, -36.62109375, -30.76171875, -354.4921875, -71.77734375) 
